latitude,longitude,date
25.696805,-100.354592,2025-02-17
25.690883,-100.377234,2025-02-17
25.753972,-100.365598,2025-02-17
25.688125,-100.351498,2025-02-17
25.688125,-100.351498,2025-02-17
25.739811,-100.407032,2025-02-17
25.740677,-100.379578,2025-02-17
25.716837,-100.373025,2025-02-17
25.715337,-100.367594,2025-02-17
25.691643,-100.351527,2025-02-17
25.687138,-100.350187,2025-02-17
25.705001,-100.351665,2025-02-17
25.687062,-100.334154,2025-02-17
25.683212,-100.277681,2025-02-17
25.670788,-100.309085,2025-02-17
25.740795,-100.353735,2025-02-17
25.680685,-100.363225,2025-02-17
25.676165,-100.314352,2025-02-17
25.698305,-100.360006,2025-02-17
25.589975,-100.247275,2025-02-17
25.716436,-100.338935,2025-02-17
25.727219,-100.322449,2025-02-17
25.703511,-100.268366,2025-02-18
25.675505,-100.308526,2025-02-18
25.652881,-100.277247,2025-02-18
25.677954,-100.322807,2025-02-18
25.684434,-100.318187,2025-02-18
25.667554,-100.345578,2025-02-18
25.75892,-100.387664,2025-02-18
25.73495,-100.37775,2025-02-18
25.72845,-100.34846,2025-02-18
25.696475,-100.345323,2025-02-18
25.622541,-100.279813,2025-02-18
25.666294,-100.271351,2025-02-18
25.657703,-100.304868,2025-02-18
25.696373,-100.343798,2025-02-18
25.671081,-100.353385,2025-02-18
25.682,-100.296135,2025-02-18
25.6808,-100.351874,2025-02-18
25.6808,-100.351874,2025-02-18
25.734056,-100.400717,2025-02-18
25.671081,-100.353385,2025-02-18
25.682628,-100.352088,2025-02-18
25.682784,-100.280532,2025-02-18
25.701487,-100.330403,2025-02-18
25.68481,-100.3132,2025-02-18
25.671885,-100.368009,2025-02-18
25.661438,-100.320305,2025-02-18
25.683184,-100.305603,2025-02-18
25.738465,-100.330531,2025-02-18
25.70074,-100.310104,2025-02-18
25.711255,-100.36645,2025-02-18
25.662937,-100.318017,2025-02-18
25.593708,-100.260787,2025-02-18
25.7441,-100.364979,2025-02-18
25.696919,-100.357178,2025-02-18
25.713507,-100.366593,2025-02-18
25.712359,-100.377364,2025-02-18
25.678278,-100.293575,2025-02-18
25.680486,-100.274145,2025-02-18
25.685832,-100.2685,2025-02-18
25.671416,-100.285811,2025-02-18
25.672075,-100.277279,2025-02-18
25.662764,-100.304778,2025-02-18
25.661274,-100.324503,2025-02-18
25.62167,-100.285617,2025-02-18
25.644305,-100.303285,2025-02-18
25.671416,-100.285811,2025-02-18
25.701371,-100.351384,2025-02-18
25.694479,-100.351402,2025-02-18
25.694479,-100.351402,2025-02-18
25.694479,-100.351402,2025-02-18
25.683474,-100.351874,2025-02-18
25.681461,-100.351125,2025-02-18
25.667119,-100.329147,2025-02-18
25.671416,-100.285811,2025-02-18
25.665559,-100.332727,2025-02-18
25.671081,-100.353385,2025-02-18
25.681926,-100.295086,2025-02-18
25.670771,-100.321046,2025-02-18
25.755686,-100.379068,2025-02-18
25.764411,-100.375959,2025-02-18
25.741826,-100.393317,2025-02-18
25.729491,-100.395201,2025-02-18
25.736374,-100.375953,2025-02-18
25.708905,-100.357478,2025-02-18
25.667194,-100.284491,2025-02-18
25.659312,-100.313624,2025-02-18
25.697125,-100.373284,2025-02-18
25.678854,-100.357255,2025-02-18
25.638231,-100.272885,2025-02-18
25.608766,-100.269967,2025-02-18
25.674068,-100.367405,2025-02-18
25.736568,-100.35001,2025-02-18
25.688125,-100.351498,2025-02-18
25.64713,-100.295137,2025-02-18
25.640038,-100.272277,2025-02-18
25.708353,-100.373095,2025-02-18
25.72485,-100.324683,2025-02-18
25.67034,-100.294899,2025-02-18
25.671319,-100.292401,2025-02-18
25.707221,-100.303221,2025-02-18
25.735636,-100.3696,2025-02-18
25.7449,-100.386782,2025-02-18
25.722828,-100.330835,2025-02-18
25.705001,-100.351665,2025-02-18
25.688125,-100.351498,2025-02-18
25.704797,-100.35029,2025-02-18
25.666848,-100.319836,2025-02-18
25.687816,-100.312782,2025-02-18
25.737789,-100.338295,2025-02-18
25.697866,-100.321683,2025-02-18
25.673623,-100.347632,2025-02-18
25.696508,-100.31676,2025-02-18
25.639387,-100.270027,2025-02-18
25.757529,-100.357405,2025-02-19
25.685141,-100.323747,2025-02-19
25.77332,-100.384856,2025-02-19
25.666966,-100.320491,2025-02-19
25.728503,-100.317153,2025-02-19
25.647748,-100.290249,2025-02-19
25.634119,-100.305341,2025-02-19
25.701887,-100.282842,2025-02-19
25.668634,-100.298938,2025-02-19
25.688125,-100.351498,2025-02-19
25.597222,-100.261868,2025-02-19
25.681935,-100.334842,2025-02-19
25.705063,-100.36948,2025-02-19
25.660984,-100.28402,2025-02-19
25.660226,-100.298377,2025-02-19
25.68388,-100.313415,2025-02-19
25.68574,-100.312058,2025-02-19
25.696078,-100.332726,2025-02-19
25.72064,-100.387057,2025-02-19
25.74757,-100.369377,2025-02-19
25.710319,-100.365699,2025-02-19
25.673912,-100.367816,2025-02-19
25.74323,-100.356406,2025-02-19
25.700473,-100.349424,2025-02-19
25.673442,-100.381167,2025-02-19
25.696459,-100.324715,2025-02-19
25.723058,-100.334476,2025-02-19
25.673624,-100.380262,2025-02-19
25.685226,-100.316972,2025-02-19
25.684434,-100.318187,2025-02-19
25.662224,-100.314027,2025-02-19
25.667141,-100.350685,2025-02-19
25.735994,-100.342719,2025-02-19
25.696373,-100.343798,2025-02-19
25.693622,-100.337166,2025-02-19
25.685759,-100.329463,2025-02-19
25.694479,-100.351402,2025-02-19
25.70508,-100.342474,2025-02-19
25.729406,-100.319694,2025-02-19
25.619988,-100.284135,2025-02-19
25.627303,-100.305871,2025-02-19
25.765502,-100.410986,2025-02-19
25.774429,-100.371504,2025-02-19
25.671414,-100.319893,2025-02-19
25.641349,-100.304658,2025-02-19
25.749388,-100.42819,2025-02-19
25.728555,-100.38251,2025-02-19
25.753598,-100.390092,2025-02-19
25.739757,-100.38695,2025-02-19
25.696777,-100.351132,2025-02-19
25.705001,-100.351665,2025-02-19
25.692285,-100.351507,2025-02-19
25.696777,-100.351132,2025-02-19
25.687809,-100.349614,2025-02-19
25.688125,-100.351498,2025-02-19
25.690172,-100.323329,2025-02-19
25.746334,-100.388265,2025-02-19
25.698896,-100.360385,2025-02-19
25.712359,-100.377364,2025-02-19
25.762738,-100.372067,2025-02-19
25.66617,-100.273213,2025-02-19
25.650431,-100.275298,2025-02-19
25.666848,-100.319836,2025-02-19
25.687402,-100.296427,2025-02-19
25.701363,-100.316395,2025-02-19
25.623903,-100.299875,2025-02-19
25.688428,-100.31172,2025-02-19
25.701487,-100.330403,2025-02-19
25.687031,-100.3129,2025-02-19
25.704617,-100.351492,2025-02-19
25.696475,-100.345323,2025-02-19
25.647856,-100.28493,2025-02-19
25.711614,-100.301678,2025-02-19
25.67548,-100.324077,2025-02-19
25.669971,-100.328472,2025-02-19
25.718519,-100.342573,2025-02-19
25.742832,-100.360505,2025-02-19
25.589682,-100.259363,2025-02-19
25.672161,-100.329292,2025-02-19
25.668634,-100.298938,2025-02-19
25.66402,-100.312217,2025-02-19
25.666053,-100.299117,2025-02-19
25.659993,-100.29711,2025-02-19
25.655962,-100.300283,2025-02-19
25.722828,-100.330835,2025-02-19
25.694288,-100.356586,2025-02-19
25.620843,-100.265587,2025-02-19
25.671081,-100.353385,2025-02-19
25.601424,-100.265885,2025-02-19
25.74261,-100.38485,2025-02-19
25.696805,-100.354592,2025-02-19
25.68112,-100.357106,2025-02-19
25.752718,-100.375176,2025-02-19
25.672968,-100.369855,2025-02-19
25.675773,-100.397641,2025-02-19
25.75694,-100.403035,2025-02-19
25.784115,-100.407073,2025-02-19
25.750555,-100.368948,2025-02-19
25.717159,-100.384155,2025-02-19
25.762738,-100.372067,2025-02-19
25.676199,-100.306552,2025-02-19
25.690831,-100.311403,2025-02-19
25.651465,-100.293696,2025-02-19
25.537668,-100.219329,2025-02-19
25.619464,-100.303257,2025-02-20
25.672611,-100.359536,2025-02-20
25.70909,-100.32763,2025-02-20
25.67317,-100.352176,2025-02-20
25.694417,-100.351237,2025-02-20
25.613827,-100.273716,2025-02-20
25.670582,-100.319995,2025-02-20
25.665664,-100.3208,2025-02-20
25.677527,-100.31902,2025-02-20
25.6394,-100.309931,2025-02-20
25.627592,-100.298886,2025-02-20
25.668415,-100.336537,2025-02-20
25.69777,-100.324984,2025-02-20
25.716153,-100.349021,2025-02-20
25.672775,-100.33293,2025-02-20
25.676228,-100.330724,2025-02-20
25.640038,-100.272277,2025-02-20
25.729149,-100.317658,2025-02-20
25.683762,-100.276045,2025-02-20
25.619464,-100.303257,2025-02-20
25.63167,-100.297509,2025-02-20
25.627484,-100.29476,2025-02-20
25.597222,-100.261868,2025-02-20
25.703961,-100.303147,2025-02-20
25.708193,-100.326949,2025-02-20
25.688125,-100.351498,2025-02-20
25.56987,-100.236972,2025-02-20
25.559052,-100.234226,2025-02-20
25.73534,-100.377337,2025-02-20
25.707239,-100.368061,2025-02-20
25.743545,-100.34249,2025-02-20
25.667695,-100.285302,2025-02-20
25.699862,-100.268161,2025-02-20
25.70492,-100.352275,2025-02-20
25.694479,-100.351402,2025-02-20
25.575266,-100.240195,2025-02-20
25.678059,-100.2916,2025-02-20
25.696373,-100.343798,2025-02-20
25.694417,-100.351237,2025-02-20
25.679683,-100.290394,2025-02-20
25.724304,-100.367148,2025-02-20
25.68507,-100.29137,2025-02-20
25.724304,-100.367148,2025-02-20
25.717139,-100.354225,2025-02-20
25.791775,-100.399204,2025-02-20
25.617078,-100.271122,2025-02-21
25.739811,-100.407032,2025-02-21
25.675053,-100.3523,2025-02-21
25.696777,-100.351132,2025-02-21
25.638605,-100.274085,2025-02-21
25.68772,-100.261969,2025-02-21
25.762467,-100.406662,2025-02-21
25.694417,-100.351237,2025-02-21
25.68564,-100.29654,2025-02-21
25.683485,-100.30078,2025-02-21
25.682567,-100.308603,2025-02-21
25.63886,-100.292533,2025-02-21
25.675574,-100.352497,2025-02-21
25.675574,-100.352497,2025-02-21
25.675574,-100.352497,2025-02-21
25.675574,-100.352497,2025-02-21
25.765502,-100.410986,2025-02-21
25.683665,-100.302685,2025-02-21
25.789968,-100.375098,2025-02-21
25.679683,-100.290394,2025-02-21
25.67239,-100.320884,2025-02-21
25.647719,-100.295645,2025-02-21
25.740069,-100.342613,2025-02-21
25.704617,-100.351492,2025-02-21
25.662132,-100.312604,2025-02-21
25.653816,-100.290069,2025-02-21
25.683474,-100.351874,2025-02-21
25.675053,-100.3523,2025-02-21
25.75279,-100.383123,2025-02-21
25.7319,-100.398845,2025-02-21
25.702359,-100.363563,2025-02-21
25.729467,-100.383757,2025-02-21
25.748463,-100.354979,2025-02-21
25.716032,-100.388195,2025-02-21
25.685875,-100.330502,2025-02-21
25.672968,-100.369855,2025-02-21
25.696104,-100.380064,2025-02-21
25.745554,-100.41079,2025-02-21
25.724604,-100.365268,2025-02-21
25.763258,-100.365249,2025-02-21
25.604437,-100.267895,2025-02-21
25.696499,-100.323047,2025-02-21
25.686668,-100.330261,2025-02-21
25.689877,-100.316891,2025-02-21
25.67475,-100.358625,2025-02-21
25.724239,-100.326843,2025-02-21
25.675235,-100.364952,2025-02-21
25.682036,-100.356099,2025-02-21
25.675309,-100.330355,2025-02-21
25.661609,-100.308072,2025-02-21
25.666074,-100.297433,2025-02-21
25.633524,-100.299647,2025-02-21
25.674132,-100.310961,2025-02-21
25.687203,-100.34214,2025-02-21
25.685098,-100.292508,2025-02-21
25.670959,-100.285052,2025-02-21
25.705917,-100.300407,2025-02-21
25.721261,-100.388526,2025-02-21
25.667236,-100.286338,2025-02-21
25.670187,-100.353801,2025-02-21
25.670187,-100.353801,2025-02-21
25.668339,-100.320271,2025-02-21
25.606422,-100.269007,2025-02-21
